period_start,period_end_exclusive,metric,value,historical_percentile,z_score,historical_sample_size,observation_count,expected_observation_count,period_completeness,is_complete_period,quality_status,quality_reason,documented_event_date,documented_event_source
2026-08-01,2026-08-25,temp_mean_c,7.8766448331966314,0.9523809523809523,1.7943947550731127,42,24,24,1.0,True,GOOD,matched period is complete,2026-08-26,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-2/Nepal_flash_flood_imaged_by_satellites
2026-08-01,2026-08-25,precip_mm,357.08455172447447,0.6904761904761905,0.3329591139214973,42,24,24,1.0,True,GOOD,matched period is complete,2026-08-26,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-2/Nepal_flash_flood_imaged_by_satellites
2026-08-01,2026-08-25,pdd,189.03947599671915,0.9523809523809523,1.7943947550731112,42,24,24,1.0,True,GOOD,matched period is complete,2026-08-26,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-2/Nepal_flash_flood_imaged_by_satellites
2026-08-01,2026-08-25,freeze_thaw_cycles,0.0,0.9523809523809523,-0.2164304816056765,42,24,24,1.0,True,GOOD,matched period is complete,2026-08-26,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-2/Nepal_flash_flood_imaged_by_satellites
2026-08-01,2026-08-25,snowfall_mm_we,5.263566348851146,0.047619047619047616,-1.1070482288735237,42,24,24,1.0,True,GOOD,matched period is complete,2026-08-26,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-2/Nepal_flash_flood_imaged_by_satellites
2026-08-01,2026-08-25,runoff_mm,325.17123708395286,0.6904761904761905,0.42499298702674965,42,24,24,1.0,True,GOOD,matched period is complete,2026-08-26,https://www.esa.int/Applications/Observing_the_Earth/Copernicus/Sentinel-2/Nepal_flash_flood_imaged_by_satellites
