date,precip_mm,runoff_mm,snow_depth_m,snowfall_mm_we,solar_radiation_mj_m2,system:time_start,temp_max_c,temp_mean_c,temp_min_c,observation_count,missing_data_flag,precip_3d_mm,precip_7d_mm,precip_30d_mm,positive_degree_days,freeze_thaw_cycle,month_day,temp_anomaly_c
1995-06-12,13.371577730888584,6.803591546250598,2.901255282554832,0.16380836538325558,15.786950558761434,802915200000,9.987839411950988,7.358263220844126,5.770208173264615,1,False,43.51917429946984,89.01950052804666,213.29237220418023,7.358263220844126,0,06-12,1.9759001316252034
1995-06-13,14.371981950480698,7.911361753940583,2.9039366201087113,1.354192545471017,12.29124063757917,803001600000,8.333843991993035,6.284445671763428,3.76347956808416,1,False,39.87956421821244,93.37419564410261,215.46288436624621,6.284445671763428,0,06-13,0.8552525906607338
1995-06-14,8.682154437649466,5.089402555328788,2.901670659508415,0.04976404926501723,21.268999574947223,803088000000,11.019803305296415,7.055319082683862,4.051649117520145,1,False,36.42571411901873,89.61500855637459,215.3038018332009,7.055319082683862,0,06-14,1.3530514628800665
1995-06-15,8.772093497675241,5.0725940874476905,2.9002927797600715,0.031876297802634845,21.816913265306127,803174400000,10.559891574975078,7.541689443174415,4.032630577865935,1,False,31.826229885805386,89.01890562652838,213.6322468488528,7.541689443174415,0,06-15,1.7320970452271363
1995-06-16,16.004323740268973,8.189511783604551,2.8999943618004855,0.12033242197480529,19.859719356790993,803260800000,11.775581624019681,8.009925932842854,5.069814764958404,1,False,33.45857167559366,91.34972792554427,193.22405880306712,8.009925932842854,0,06-16,2.0658794435588668
1995-06-17,61.180884635926645,28.595150544725612,2.9478180769209628,19.224518013463985,6.587535907107671,803347200000,7.416403581591098,5.359559792866055,2.555370656710815,1,False,85.95730187387085,134.5190205297328,239.2841058515903,5.359559792866055,0,06-17,-0.6738093377448706
1995-06-18,30.625598903166775,17.933281624845684,3.0362818711468957,14.334611091330219,15.41625936382829,803433600000,6.259673976696877,4.632784168244326,2.7843884096944502,1,False,107.81080727936236,153.0086148960564,266.7588941095046,4.632784168244326,0,06-18,-1.2921142919974669
1995-06-19,5.9918350435379395,7.641933003753779,3.0004555516306732,1.795252702506305,16.834962816326534,803520000000,5.822299939557609,4.621531567001991,3.112552807651572,1,False,97.79831858263134,145.62887220870576,271.7839260799564,4.621531567001991,0,06-19,-1.3180875951413453
1995-06-20,8.989911534306367,9.808532914630465,2.9585444436732127,0.40058938315810655,22.487042724841658,803606400000,7.658070312328216,5.286949914032515,3.5630854403276553,1,False,45.60734548101106,140.24680179253144,279.92606673348354,5.286949914032515,0,06-20,-0.689826021873789
1995-06-21,5.5382756445102395,6.940124028170301,2.9263472605165455,0.2949337981625563,24.471045134412385,803692800000,8.003247825198427,5.006454302854691,-0.03474700519685666,1,False,20.520022222354527,137.1029229993922,284.8979651933354,5.006454302854691,1,06-21,-1.4226419259594172
1995-06-22,12.038311218308017,7.568935492062216,2.9163382680321592,2.257047799126856,17.455512516537656,803779200000,7.754016321599717,4.892303020898778,0.09664612675453656,1,False,26.566498397124604,140.369140720025,295.7576363614984,4.892303020898778,0,06-22,-1.7238639554867454
1995-06-23,36.22190996755365,14.00525295382063,2.941997287364568,16.55042978930356,13.009356302603798,803865600000,6.596742758593224,4.954827241497169,3.0106643644543847,1,False,53.79849683037189,160.58672694730967,331.23878618365177,4.954827241497169,0,06-23,-1.7265093577789203
1995-06-24,14.253686737404184,13.883018424442165,2.96583272570208,2.3469463079895125,16.873953938071782,803952000000,7.568002560942402,5.166668448022037,2.3418234044611475,1,False,62.51390792326583,113.6595290487872,345.1521134007107,5.166668448022037,0,06-24,-1.6048782086423783
1995-06-25,5.59987952629105,9.333401740142612,2.9312443904353223,0.07192131438614364,21.83956012244898,804038400000,8.29218960251297,5.691526042232234,2.3573041707843796,1,False,56.075476231248864,88.63380967191146,350.44685601052026,5.691526042232234,0,06-25,-1.2248833101628183
1995-06-26,10.622236675816804,13.970893193599961,2.9102749557190877,0.052853949488593524,23.330883422941586,804124800000,9.707600094649615,6.912072122150168,3.0299400592672643,1,False,30.47580293951202,93.26421130419034,360.98627978710755,6.912072122150168,0,06-26,-0.07954082160053932
1995-06-27,9.041736195485434,12.044251416033209,2.90257290028754,0.006703675621668275,19.98569758339198,804211200000,10.566787930192643,6.64579123716919,3.0727671419878115,1,False,25.26385239759327,93.31603596536941,369.68072808212645,6.64579123716919,0,06-27,-0.3583128241401319
1995-06-28,7.743556423135304,9.829104486734913,2.9004101682766317,0.008451357158785717,23.906041549612947,804297600000,10.937289561862954,7.324054348628191,3.195006611211318,1,False,27.40752929443752,95.52131674399448,376.8604082111166,7.324054348628191,0,06-28,0.37848403249478135
1995-06-29,11.462839861092135,10.555060306415854,2.8999323244249204,0.013835566940230436,20.064949040112598,804384000000,11.42041284183985,7.855274271758117,5.000748159581744,1,False,28.24813247971285,94.9458453867786,387.6853759472908,7.855274271758117,0,06-29,0.9024116012383008
1995-06-30,13.936475548502594,10.001982520953774,2.899872448979592,0.004022410381939275,18.569437777621392,804470400000,11.050469036491574,7.947862890620728,6.205474645197205,1,False,33.14287183273001,72.66041096772753,401.09674241190436,7.947862890620728,0,06-30,0.9114210610015627
1995-07-01,21.296538678483586,14.198552143355645,2.901386229666975,0.9981387535360478,11.03004629978888,804556800000,9.385306668801704,7.398078462715713,5.792418983668887,1,False,46.69585408807829,79.70326290880695,421.4890869647786,7.398078462715713,0,07-01,0.4559269363574403
1995-07-02,18.747920462103437,14.563596076649901,2.9185254255595026,5.62922528274436,6.811822446164674,804643200000,7.121847139018951,6.070106016155055,4.365533812359827,1,False,53.980934689089594,92.85130384461934,438.76122985393965,6.070106016155055,0,07-02,-0.8577208612673655
1995-07-03,7.307872940594126,10.640175178133209,2.9100858512518695,0.10731403062475307,20.53322487966221,804729600000,10.233610520708508,6.866947196174799,3.956853928052588,1,False,47.352332081181125,89.53694010939665,443.84657674101356,6.866947196174799,0,07-03,-0.2132683719633226
1995-07-04,11.210668293466162,10.854358371297378,2.902653407133328,0.1986879255048495,20.79249996903589,804816000000,9.550945677680104,6.924527586566293,4.2382119959295235,1,False,37.2664616961637,91.70587220737737,446.72022576812225,6.924527586566293,0,07-04,-0.12873273186475132
1995-07-05,22.91473460603637,14.753321729689564,2.909628352452241,4.49202291898162,12.318422907811401,804902400000,9.870522931694252,6.2994817072926494,4.511258372683351,1,False,41.433275840096634,106.87705039027844,451.5749270498418,6.2994817072926494,0,07-05,-0.8168179763526879
1995-07-06,9.246104548733046,10.339950027178913,2.913182923694802,1.0704852504305737,17.807197399014782,804988800000,9.154962866915374,6.523653762552536,4.600672868571616,1,False,43.371507448235555,104.66031507791935,450.8037447641501,6.523653762552536,0,07-06,-0.7275020685376257
1995-07-07,15.884807921651564,12.730272564143048,2.9057428913443077,0.7199463627860212,12.497785981703027,805075200000,8.590000542916542,6.381753683660688,4.947963224407007,1,False,48.045647076420956,106.60864745106832,454.24721116042423,6.381753683660688,0,07-07,-0.8697956003242169
1995-07-08,10.938400430648022,10.781614415289901,2.9029782407305595,0.1980383748701137,20.52734403096411,805161600000,9.93721196861189,7.154552003080652,4.404532420878531,1,False,36.06931290103261,96.25050920323275,455.8174151635508,7.154552003080652,0,07-08,-0.08406626529832906
1995-07-09,9.750642076304128,9.454497562840656,2.9013032745425753,0.2728242382543512,18.152968579873335,805248000000,9.535339292114196,7.160199860141748,4.79067463347983,1,False,36.57385042860369,87.25323081743343,451.8945557986018,7.160199860141748,0,07-09,-0.042216863157405804
1995-07-10,10.489478954815624,9.456541580603544,2.901231816305455,0.4632101275608793,18.761437332864183,805334400000,10.388787992129796,6.7274255658158175,4.779649315444142,1,False,31.178521461767755,90.43483683165493,444.3724427216793,6.7274255658158175,0,07-10,-0.41896716819956215
1995-07-11,10.5016911210706,9.049652381567448,2.902081898727971,0.8707815672439393,16.064721094299788,805420800000,8.617625308053604,6.204376590450485,4.9089219535597,1,False,30.74181215219033,89.72585965925938,442.73812930590674,6.204376590450485,0,07-11,-0.8506068770125923
1995-07-12,11.183875576867598,9.317045639427006,2.9018987932592224,0.19117691314908333,20.022784317382126,805507200000,10.187487947596896,6.95236042809271,5.032537145970345,1,False,32.1750456527538,77.9950006300906,440.55042715188574,6.95236042809271,0,07-12,-0.09218461813156686
1995-07-13,11.904218457345868,9.535349690519865,2.9006125306736386,0.19173774629684504,18.72420564813512,805593600000,10.370936765945961,7.276536125167018,5.63792969866761,1,False,33.58978515528405,80.65311453870342,438.0826636587509,7.276536125167018,0,07-13,0.20092070309489607
1995-07-14,8.879893774164566,8.477252508912768,2.9003280578799404,0.1694807595324969,17.824016288529208,805680000000,10.008177595252663,7.328115484017112,5.410927636014356,1,False,31.967987808378012,73.64820039121643,438.28040299526606,7.328115484017112,0,07-14,0.20436011620628847
1995-07-15,7.682887829259803,7.721362940909409,2.90028589308164,0.19861433070407292,17.686623441238563,805766400000,9.963854866645294,7.427906736319787,5.508230056064743,1,False,28.467000060770214,70.39268778982822,437.1911973268506,7.427906736319787,0,07-15,0.2535635568822814
1995-07-16,16.299926887436442,11.841817421446713,2.9001519106767173,0.10581200524252286,21.815885152005634,805852800000,11.81837163357398,8.185334538015288,5.506105143515538,1,False,32.86270849086079,76.94197260096053,437.4868004740181,8.185334538015288,0,07-16,1.0116269665144282
1995-07-17,22.017092954558777,14.72961409758045,2.901238917745169,1.3317317091699306,17.78220606896552,805939200000,11.836315357441826,8.247425338580491,6.312001030081033,1,False,45.999907671255,88.46958660070368,398.3230087926502,8.247425338580491,0,07-17,1.0051034574844344
1995-07-18,18.229929445282995,14.97826080331494,2.9029957366163077,0.33028202785479194,15.501956460239269,806025600000,10.28143376156449,7.8794965636190755,6.214222162127265,1,False,56.546949287278196,96.19782492491608,385.92733933476643,7.8794965636190755,0,07-18,0.5397047637999659
1995-07-19,16.207224220813455,13.079223500264524,2.902064417159644,0.7144095576686141,16.760974224489797,806112000000,10.774106455621066,7.511560069331833,5.7240327044493275,1,False,56.454246620655205,101.22117356886193,396.1427285120419,7.511560069331833,0,07-19,0.10613075313148279
1995-07-20,13.163048739809524,11.251945748537212,2.901910075385218,0.5641360331345076,20.55630240394089,806198400000,10.313545405302667,7.15848325442577,5.182195392047602,1,False,47.600202405905954,102.48000385132559,400.3158657175451,7.15848325442577,0,07-20,-0.14574694362635032
